text	label	source	textid
I bought some bread today. I haven't eaten bread in a couple weeks. I toasted it and put butter and cheese on it. It tasted good and it satisfied my hunger.	joy	journal	233
Today I prayed to God. It helped me connect with Him.	pride	journal	234
I usually enjoy watching YouTube, but I've been so focused on work lately that I couldn't. Yesterday, I would just sit there with a video playing not paying attention. There was just too much to think about. I was frustrated that I couldn't even enjoy my little time of freedom.	nervousness	journal	235
I made a really nice dinner of fresh baked potatoes with vegetarian Mexican seasoned beans and avocado. It was a really healthy meal and my vegan son enjoyed it. I was proud that I was able to come up with it off the cuff and that it turned out so well.	excitement	journal	236
My picky son asked for a meatball for dinner. This is a bog deal, as he doesnt like new foods and I finally convinced him to eat one	pride	journal	237
I ran a few miles in Florida. I waas tired from travelling but I still got my workout in.	pride	journal	238
I worked all day so it was the biggest part of my day. This caused me a high deal of stress because I had a lot of work. Frustration also grew because what happened was we had a deadline to meet and it seemed impossible at the time.	confusion	journal	239
I like having the time to just relax and do what I want to do	neutral	journal	240
It turned out to be a sunny and cooler day today, not rain like was expected. I got a really great hike in with the dog and was able to wear her out so she was behaved.	neutral	journal	241
I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sad and angry at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.	sadness	journal	242
i had some tacos.  they were amazing!  made me feel so happy!	joy	journal	243
Working on my health is an important part of my day and one that is noticeable to those around me often. I am working on losing some weight and trying to get in better health after some recent health problems. i am doing better but its still a struggle that bugs me each and everyday.	nervousness	journal	244
My friend recently told me about a promotion he'd gotten. I was proud and happy for him, but I was also jealousy. I've been working on a promotion myself for a year now, and there's no sign it's coming any time soon.	pride	journal	245
I got to speak with a couple of my sisters and catch up a little bit.  It felt really good to talk to them and know what is going on in their lives.  I miss them when so much time goes by, but it was great to just catch up.  I was happy about that.	joy	journal	246
My wife is the sexiest woman I've ever known. She surprises me nearly every night with a new bedtime adventure and finishes my day in the best way I can imagine. Yesterday was great as usual and made me realize what a gem she is.	excitement	journal	247
I was happy about being able to spend quality time with my family.  I enjoyed the calm of relaxing at home.  I was satisfied in just being around my family.	neutral	journal	248
I spent quite a bit of time talking to my significant other about our day. We ate dinner together then relaxed with a cup of hot cocoa as the snow fell outside	neutral	journal	249
My brother and nephew, who I don't see as much anymore, both came over to play basketball at the gym with me. My car has been down for a few weeks so I've been stuck in the house a lot lately. It felt really good to get out of the house and spend time with my family. We talked about a  lot of different things like basketball, life back in Pennsylvania, and work life. It felt like I refueled after spending time with them.	excitement	journal	250
After talking with someone, they suggested I had pulled a muscle and to take some advil. I took their advice and felt relief quickly. I feel so happy and relieved that it is not anything serious.	surprise	journal	251
Playing the piano at the end of the day helps me wind down and relaxes me	neutral	journal	252
I was proud becasue I was getting all my work done and finding things to finish and completes	pride	journal	253
I like to take care of my health and cook all of my meals. It is something that I like to do very much. Being healthy is very important to me and I take care of my health each day.	neutral	journal	254
I did some Christmas crafts yesterday with my boyfriend and had a nice time doing it, it was very relaxing.	joy	journal	255
One of my friends came back from Spain he was getting his masters degree and a bunch of friends gathered to meet him. It was a really cool experience because I got to catch up with many of my friends.	pride	journal	256
I completed a big work project that had been going on for months. It felt really great to finish it successfully. It gave me a feeling of accomplishment, pride and confidence.	excitement	journal	257
A college budy was in my neck of the woods so he invited me to meet up for dinner. We ate at a delicious bbq place. I enjoyed catching up with him and reminicsing about old times.	surprise	journal	258
I went to a scheduled appointment with my dermatologies yesterday for a laser treatment.  I had been told there was virtually no recovery time for this particular treatment, which proved to be the case.  I am alreay very pleased with the results an know they will be better with time.	surprise	journal	259
I helped my daughter with her Spanish and English homework.  I have started working with her again.  I was happy to do this and proud as she is really trying!!	pride	journal	260
Spending time with my family meaning my spouse and children gives me so much joy. Being older and having young chilldren gives me an appreciation of every moment with them. It has also given me a real focus on what is important. I never want to be a disappointment to them but instead be an example.	joy	journal	261
I took breaks along the way thru my day and reflected on what I had accomplished and how good it felt.	joy	journal	262
The work yesterday was different than most of days. I had some issues and the deadline was approaching. I almost missed it. Luckily I have the best co-workers that helped me out before I have asked for any help.	surprise	journal	263
Although one might think pizza is not good for you, I basically stuck to my plan of trying to only eat once a day for the most part. I ate the pizza and then later I ate a banana with peanut butter. I was happy because I didn't over eat. I ate the right amount of food which made me happy.	pride	journal	264
We have been very busy lately. Yesterday we were a little sleepy after lunch. We laid in the bed with our dog snuggled and napped. It was very calming and nice. I value those moments so precious.	neutral	journal	265
we had italian food it was so good and yummy i had alfredo with bread and salad it was so tasty	excitement	journal	266
My mother-in-law's birthday was yesterday. She wanted pizza so I got her a deep dish pizza. It was very good and very filling.	joy	journal	267
At work today I was behind the whole day. I had to wait on the warehouse guys to do their jobs and because they are so incompetent and lazy I was behind in my job. I hate having to wait on others especially when it is just because they are lazy or inane.	disgust	journal	268
I was so happy and excited to get to the gym after being out of town for 5 days. I did not work out in those days and was feeling the need for a good sweat!	neutral	journal	269
I ate good quality healthy food yesterday as I do most days and it always makes me feel great.	excitement	journal	270
I went to my MRI to find out about the spot on my pancreas.  I did not like it because I felt trapped in the machine.  When I got home I had a vertigo attack that I think was caused by being in the MRI for so long.	embarrassment	journal	271
exercising makes me feel like the best version of myself. i look forward to it every morning with my son when i wake up in the morning.	pride	journal	272
My mom sent me and my brothers a goofy joke about Lady Gaga's name.  It's nice to have someone who has a similar goofy sense of humor so we can text each other jokes all day.  We're lucky that we're a family that can laugh at almost anything.	joy	journal	273
The dinner I made last night is my family's favorite. I love that I can cook for them and it makes them happy.	pride	journal	274
I travelled to Florida to start a vacation with the wife. I'm glad that things are going smoothly so far.	excitement	journal	275
I had a very good sleep last night not as usual	neutral	journal	276
Well, I got the biopsy results and they were benign. Hallelujah!	joy	journal	277
food is soo good best part of my day	joy	journal	278
I feel so lucky to have a husband and partner that is there for me and also takes care of my mother. So so lucky	pride	journal	279
I answered an email to my sister in law about Thanksgiving dinner. I told her I would not eat some of the foods being served because I don't eat a lot and I eat very healthy compared to her. She got angry that I had the nerve to say that and was very short and terse in her answer back. I was confused because I didn't say anything mean or nasty, just told her my feelings.	sadness	journal	280
I got a good night of sleep yesterday, which I needed because I stayed up way too late the night before.	neutral	journal	281
I had a good night rest yesterday which is a bit awkward, but it was enjoyable.	neutral	journal	282
school is taking longer than i was expecting. i am couple classes away from graduating with my stem cell engineering degree. but something always comes up. my mother has been sick lately, had to drop classes this semester to be able to attend to her. i have faith i will be able to finish but not in the time i thought.	nervousness	journal	283
it was really good.  i got such a buzz off from the endorphines!	excitement	journal	284
I went for a walk today. Our neighbor was walking Breslin and Breslin started up my driveway when he saw me. Breslin is a dog I have had to ask the owner to keep out of our yard previously but he is a beautiful and very nice dog. I reminded Breslin to stay out of our yard and his owner called him back. I then complimented Bres because he is such a good dog. The walk was special because I have not taken one for over a week. I do not know when it happened but I used to walk every day and now it is only occasionally. I like the thought of returning to the walk habits.	pride	journal	285
Working out with my brother a nephew instantly put me in a better mood. I had been in the house the past few days and was eating a whole lot. It gave me a burst of energy and happiness to run and feel the wind on my face.	excitement	journal	286
Spending time with my daughter and my husband was the most salient thing I did yesterday.  I was out of town for the weekend and was very excited to have some time to catch up with them and just hang out and relax together.	neutral	journal	287
The answers in the Bible are God speaking to me which gives me directioncomfort joyhappinesspeace goodnessgentlenessmeeknesstemperance	excitement	journal	288
I watched a great movie yesterday that was very exiting.	excitement	journal	289
My connection to God, through prayer brings me peace and makes me happy to be praying for the wellness of others.	neutral	journal	290
Yesterday I was diagnosed with cancer. I don't know how to feel, right now I just feel empty and possibly in shock. I haven't told anyone yet, but I think I will probably call my parents and sisters today to let them know. I just need time to process this alone right now.	confusion	journal	291
I started working out again. I have been feeling out of shape but since it is winter, I want to start working out again. I feel happy and strong now.	excitement	journal	292
Yesterday I went to my GP to get informed of a cat scan of my hip, which has been bothering me (I'm 73). I was happy to find out that it isn't arthritis, though there is a little in the hip, but a pinched nerve. I was given some exercises I can do to help alleviate my pain. I felt good that it isn't necessarily a degenerative thing.	joy	journal	293
I was extremely anxious while waiting at the doctor's office to find out my test results, and whether or not I would need a transplant soon.	fear	journal	294
I went to a cardiologist yesterday and was given a heart monitor.  I was diagnosed with SVT.	nervousness	journal	295
I really love my job.  I have a good time doing it and am very happy.	joy	journal	296
I really needed to catch up on sleep so I took a nap in the middle of the day and that felt great.	neutral	journal	297
I had a really good workout yesterday. I start almost everyday with 90-120 minutes of excercise (I have missed 10 days this year) and yesterday was chest, shoulders, triceps and stair master. It was really hard and I made it through the entire thing. I was spent after and really liked the workout.	excitement	journal	298
I forgot to tell my friend I could not make it to dinner and had to white lie.	embarrassment	journal	299
My relationship with God is as strong as ever as I have counted on Him to get me out of tough times. My money situation hasn't been the greatest over the past few months and we are finally starting to see the light at the end of the tunnel and it is due to the guidance and wisdom that came from praying. Yesterday I took the time to thank God for the help in these areas.	pride	journal	300
Had a meeting with our owner about our losses it was not good we are in the hole financially big time.	fear	journal	301
I felt like the shining star at the morning meeting. I had facts and figures to back up all of my data and was more prepared than any other department head.	excitement	journal	302
I had a slow morning of work because I work for myself. I was feeling a little nervous that I wouldn't make very much. I told myself I need to push on, and I ended up hitting my daily goal and going over. I felt very proud of myself for persevering.	nervousness	journal	303
Got to spend the evening with my family.  We were just chilling and chatting about our days (work and school)	joy	journal	304
I got my steps in for the day and spent some time on my exercise bike. It felt good to work towards my goal	pride	journal	305
I was happy about how my spiritual life with God has been going.  I have been praying more and resting in God and feeling calm and peaceful.  I was satisfied in growing closer in my walk with God.	neutral	journal	306
I did my normal day workout for an hour and a half and saw the gains I have been making which makes me extremely grateful for the effort I have been able to put in and for the work I have done.	surprise	journal	307
I woke up early and exercised in the morning yesterday. I've been trying to make it a habit, so I was proud of myself for keeping it up. I was also very energized after I finished exercising! I think I'll be able to keep up exercising every morning, it was pretty fun and it'll be good for me in the long run.	excitement	journal	308
I learned from my doctor yesterday that I am vitamin D deficient and that I also have to take medication for cholesterol.  I thought I was doing good, but apparently not.	surprise	journal	309
My son's girlfriend stayed home from work today. She was acting odd all day. I could tell something was wrong but did not know what.  My husband came home from work later and he was focused on his friends at work. He didn't want to talk about the kids or anything.  I felt alone and sad.  Basically I felt invisible.	sadness	journal	310
The other thing I did yesterday was work. It was a normal work day, but I was fairly busy. I wasn't too excited about the projects I was working on, but I was able to make progress on them.	neutral	journal	311
Sleeping is needed and comforting. I am thankful to be able to get a good nights rest.	neutral	journal	312
I was running a program and it worked well and I can finish my analysis.	joy	journal	313
Sleeping makes me feel energized and prepared for the next things to come. Which makes me less anxious overall.	neutral	journal	314
Yesterday I chatted with my brother.  He was at the dmv so I just talked while he typed.  It was fun too see him.	surprise	journal	315
I try throughout my day to always remember God is there watching and live accordingly and know he is there for me in prayer.	neutral	journal	316
I finally felt like I got enough sleep. I have been tired all week and when I woke up I finally and actually felt refreshed. I certainly hope to go to bed that same time tonight so I wake up with that same feeling.	neutral	journal	317
i slept so good and hard like a baby it was relaxing and i needed to get some rest so i felt so much better the next day	neutral	journal	318
Last night I set aside a little time to play a computer game to relax. It was fun to just forget about the stresses of the day even for a little bit.	excitement	journal	319
Yesterday my friend in a game we play on-line together,  gifted to me let us call it a more powerful position via the work done by another gamer who sold my friend his position.  So now I am ranked the 63rd most powerful player in the game. I am very excited but now I have to learn and master the game in a totally different way.	surprise	journal	320
I work a long hard day and really enjoy my nights rest.	joy	journal	321
A workout, dining with friends makes for a healthy girl; what's not to be happy about?!	joy	journal	322
I was surrounded by friends for the first time in a long time. It made me very excited since we got to spend so much time together and couch up.	excitement	journal	323
TodayI got further on our business and was able to successfully redo the index page for our website.	pride	journal	324
I was able to help patients improve their quality of life	pride	journal	325
I had my wisdom tooth extracted yesterday. It was the first one I've had to experience, so I was incredibly anxious.	nervousness	journal	326
work was extremely busy yesterday, we were slammed with jobs, so it was pretty anxiety ridden.	nervousness	journal	327
I usually have a hard time sleeping well at night but not yesterday. I had an enjoyable day with family, I worked hard at my job, and overall had a very good day. Therefore, when it was time for bed, I was ready for it. I was even able to go to bed a little early. I slept through the night and felt very refreshed when I woke up.	neutral	journal	328
I have been having problems sleeping lately.  This week I started taking something to help me sleep better at night and it works great.  I sleep like a log and woke up feeling like a spring chicken.	joy	journal	329
I got to spend time with my family today which was important to me.	joy	journal	330
My health is very important to me. I would like to live to be older, so I can see my kids and grandkids grow up.  That is my number 1 goal at the moment.	joy	journal	331
My spouse was having an emotional crisis about events from his childhood. I had to give him alot of emotional support and seek to help him find a resolution.	sadness	journal	332
I had steak and chicken for dinner. Salient is an understatement for how I felt about the food.	neutral	journal	333
I went to bed at an early time and slept soundly until very late. This is unusual for me. I usually wake up during the night. I didn't last night. I was able to sleep soundly.	neutral	journal	334
I love to exercise. I feel better whenever I go biking or for a walk. Even when I don't feel like it. I felt so much better.	joy	journal	335
Being helthy in life is very very important to insure that we are able to live a longer happier life. So that we can be there for our children.	pride	journal	336
I took up power walking two months ago and I've lost weight and feel great. This is one of the most important things I've done for myself in years.	neutral	journal	337
I met my friends and we celebrated my mother's birthday together.	neutral	journal	338
Yesterday my wife and I found out that our infertility treatment will be covered by insurance.	joy	journal	339
Some high school friends of mine get together once a month to catch up. I usually miss these things. It was a blessing to be there and share memories.	neutral	journal	340
Yesterday I went for a walk with my 2 kids and my 2 dogs. My 2-year old did great, she usually is difficult but this time she kept up and held my hand almost the whole time. The 7-month old fell asleep. Both dogs were well-behaved.	joy	journal	341
I slept great last night. That doesn't always happen for me so that made me feel good! A great start to the day.	neutral	journal	342
Yesterday, I really felt the importance of my health. I went on a bit longer hike than usual and was very happy that I could do so. It really made me appreciate my health. With all the news of people dying and the tragedy of the Utah family murder in Mexico, it really made me aware of the importance of my own health and well being.	joy	journal	343
I love my line of work, I do research as a food scientist.  Everyday is learning something new and discovering new ways to make an impact.	excitement	journal	344
I came home from a hard day of work and not only did my husband put in wood, he also tended to the pets and made dinner. He did all of this before I got home. I was so appreciative and impressed that I actually called my best friend to talk about it.	excitement	journal	345
I worked out yesterday and was able to accomplish both my aerobic and weightlifting goals so for that reason I felt I had a satisfying workout.	joy	journal	346
One of my very favorite activities of the day is the walk I take first thing in the morning with my dog Lucy. My home is tucked into the southern most corner of a forest and there are hiking trails literally at the edge of my backyard. We took a long walk, smelled the trees, enjoyed the beauty and I absolutely love watching my precious dog running and enjoying nature.	joy	journal	347
I went to bed early yesterday. It was a great night's sleep. I got nearly 6 hours and had nearly 2 hours of deep sleep. Had a nice heart rate of 48 bpm.	joy	journal	348
Made me get ready for today.	neutral	journal	349
I ran for an hour and a half yesterday when I got home which was the longest workout I had done since I had ankle surgery last summer. It was very important as I love to run and it made me feel great.	pride	journal	350
After I dropped my son off at school I got the chance to talk to some of my friends who also have children that go to my son's school. It's really nice to be able to take the time to talk to my friends and just reconnect. Getting to talk to my friends always makes me calm and happy.	neutral	journal	351
My day was more productive than I feared it might not be. I reached my goal and surpassed it leaving me happy and fulfilled.	pride	journal	352
I helped my friend with her new iPad. I felt good about being able to help but also frustrated because I'm new at this.	joy	journal	353
I did a little cooking and planning for myself yesterday, and it involved re-thinking about my shopping plans for the week - I need more protein and some more variety for my daytime meals ad snacking.  Time to lower the sugar in my diet, and think about how to accomplish the food selection/diet without spending too much money or prep time.	nervousness	journal	354
I always enjoy spending time with my good friends. Although I don't have a lot of friends, the ones I do have I am very close with. I enjoy their company. Being around them makes me feel good, and we usually always wind up laughing about something.	joy	journal	355
Every day eat health food	neutral	journal	356
I pray ever night for my friends and family. This gives me great satisfaction and comfort that God will look after these people.	neutral	journal	357
I had an awkward encounter with my boss when he caught me texting while in my office...	embarrassment	journal	358
I accomplished an important assignment at work, which made me super happy and proud.	pride	journal	359
I went out with my friend for pho around lunchtime. It felt great to hang out with a friend as I hadn't been able to see any friends for a while. We chatted and at for a little over an hour and it felt very cathartic to be able to hang out with them.	joy	journal	360
My love life is the best thing that I have going for me in my day to day as i work on my goals. I think I found someone special.	excitement	journal	361
I played a video game. It was fun.	excitement	journal	362
I spent a lot of time wit my husband and son yesterday. I took my son to the library and then on a donut date.	joy	journal	363
I am almost done with a certification program to teach English as a second language. I'm happy about that and will be happy to finish.	joy	journal	364
I ate a bunch of Taco Bell. This was pretty gross and ruined any gains made during my workout.	disgust	journal	365
I really enjoyed my meals yesterday	excitement	journal	366
I worekd out yesterday after not working out ina  while.  It felt so great and it really helped my seasonal depression go away from a bit.	excitement	journal	367
I love my work.My co workers cooperate me.So my work is full of satisfactions.	pride	journal	368
I had a great day at work and found out that I am going to get a substantial raise in the new year. That is always good news and goes to show that my hard work is paying off.	excitement	journal	369
I exercised to help strengthen my hips so the go back into alignment. I felt like I was making progress. I felt cracking and popping in m neck while doing the exercises. This was reassuring.	pride	journal	370
i try every day to get very busy with that i think its the best form to get involved all the family and be very center in their mind and body	surprise	journal	371
My boyfriend did not come home at 1 am like usual.	joy	journal	372
I went for a walk. It was peaceful.	neutral	journal	373
was able to meet up with my girlfriend after a week of not seeing her. I was very excited.	excitement	journal	374
I was most proud of getting plenty of exercise yesterday at work. I walk a lot on my job anyways but yesterday, I walked about 22,000 steps and I felt good doing it. Of course, it was accumulated from vacuuming long hallways at the student housing building I work at. It was also from hauling trash bags to the receptacle. Along with that, was the mopping, dusting, So I feel I did a lot of good for my health.	pride	journal	375
I reached my goal of drinking one gallon of water yesterday. I haven't done that in forever!	pride	journal	376
I was happy about the exercise I was doing yesterday. I am trying to take part in an exercise challenge so every week I increase my activity. The activity increases have been going really well. I feel more energized when I exercise and I feel calmer and happier overall.	excitement	journal	377
The market at work is slow and if it fosen't pick up soon some people with have their hours cut and am just done dealing with this job I will never go any higher then Office Manager	fear	journal	378
I exercise almost every day and it always leaves me feeling strong and healthy.	excitement	journal	379
My oldest daughter told me she was moving closer to where i live. It made me happy to know I'd get to see her more often now.	joy	journal	380
My mom had her biopsy to test if she has cancer. I am very worried that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.	anger	journal	381
I had some really disturbing dreams last night. In one I was struggling to stay afloat in water and in another a gunman attacked and just when I thought I was safe someone came and stabbed me in the back. Not good feelings.	nervousness	journal	382
I really enjoy cooking, but when I cook on the weekdays, I don't really cook very creative things. As a result, even though it's salient, it's not very exciting.	neutral	journal	383
I need exercise to feel calm and relaxed. It helps me deal with the rest of the day.	neutral	journal	384
I was super tired by the time evening rolled around and when our kids went to bed I laid down with my wife and chatted until I dozed off.	joy	journal	385
My son is doing great in his first year in college and he called me to say that he got a 95 on a test he was worried about and stressed over. I am very proud of him and the hard work he is putting in. He's really focused on getting good grades and not screwing up his college experience which is a concern of mine but so far so good.	pride	journal	386
I spent some time with my bestfriend after spending time with Sirena	neutral	journal	387
I managed to finish my work relatively early for the day. I'm glad because this opened up free time for me to do some after work self study with web development. My day was tiring, but I felt rewarded from what I was able to accomplish. I felt like I put in a fulfilling workday that was packed with work to keep me feeling busy without feeling overwhelmed.	neutral	journal	388
I had an amazing dinner with my family. Everybody was in a great mood and shared their news and what's going on in their lives	excitement	journal	389
They don't make a lot of sense.	confusion	journal	390
I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.	confusion	journal	391
Yesterday despite feeling a bit sick I didn't feel completely gross and could actually enjoy my day off for the most part (I didn't want to go to work super-contagious with a cough and infect all my coworkers). I had a day feeling only a little bit crappy but mostly just read a lot watched a lot of tv and fooled about on the internet doing nothing in particular. Other than feeling a little sick it was a great day - the kind of day I really really wish I could have more often i.e. I can't wait until I can retire or at least semi-retire. No time soon obviously.	sadness	journal	392
Last night for dinner we visited our favorite local fish and chips restaurant.  The meal was outstanding as the ingredients are always fresh and cooked to perfection.	joy	journal	393
It's been warming up where I live so yesterday I picked up the golf club for the first time in months and did a few practice swings.	pride	journal	394
I am in a computer architecture course. It is quite technical in nature. I felt blessed to be enrolled in a course that is technical and geared toward my career.	joy	journal	395
The long day on my feet, and doing the 10,000 steps of walking made me feel frustrated that I still had some pains with the exertion but also happy that I am getting back into shape little by little. Balancing it all out with work and having to do it on my own is making it an easier task to meet daily.	nervousness	journal	396
I got together with a friend after work yesterday and spent some time with her.  It was good to see her again.  No matter what we do, we always have a good time doing it.  All we really did yesterday was talk about what's going on in our lives, but that was enough.  When you have a good friendship with somebody, that's all it takes.	joy	journal	397
I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience	nervousness	journal	398
It was the ladies supper at church. Not my church but my mom's church. She asked me to go with her to the first dinner with her a few months ago and I've gone with her to every one since then. I always have such a great time visiting with the ladies there. We made fast friends and it's something I look forward to every month.	excitement	journal	399
I spent the day at home, spending time with my family. I enjoyed this very much.	joy	journal	400
I made a pot roast, which cooked in the slow cooker all day.  It’s my favorite meal and the smell of it cooking, brought back a flood of great memories of growing up.  The smell of wonderful food cooking is very enticing to me and I waited all day, anticipating what a great supper it would be.	joy	journal	401
I played video games from my childhood and it was very exciting.	joy	journal	402
i made a huge breakfast	excitement	journal	403
After a restful sleep, woke up without alarm and fixed my coffee. I sat down to meditate on God's word. I felt calm and at peace the rest of the day.	neutral	journal	404
My blood test panel came back fine. I don't have any issues. That's very important to me.	pride	journal	405
I made the workday go by fast and made more money than I have been in days. I was super grateful. This made me feel proud too. It gives me more hope than ever even if just for the time being. I have to try to save more money again. I felt very lost with spending and losing so much over the past few years.	pride	journal	406
I started a new workout routine this week and it felt great yesterday.  I can actually feel a difference it makes me feel more energetic. I am certain to continue with this routine.	pride	journal	407
When I went home I hung out with my wife. We cuddled and watched youtube videos.	excitement	journal	408
I am being transferred to Pittsburgh and I am supposed to start in January.  I have been going back and forth with HR about details of the relocation policy and I have to choose an option soon.  It's a big decision.	nervousness	journal	409
My dog was really well behaved. She is my family and i love her so much.	pride	journal	410
I have had a sinus infection since late last week and it has made me feel lousy. Hard to work feeling like that.	nervousness	journal	411
It was really nice to get out of the house to hike with friends. It was a good use of my time and I enjoyed it immensely. I was so tired afterwards that I didn't have any energy to do much else but its ok, the hike was totally entertaining.	neutral	journal	412
My new exercise routine is a new dog! We walk literally miles and its great! Right now walking and house training her is the most important part of my day!	neutral	journal	413
It was a major activity for me because I am sick at the moment	neutral	journal	414
we had pizza again so tired of pizza gross	disgust	journal	415
Today at work I had the chance to catalog a $40k book which was a prized possession of my boss. It was just about falling apart but I was able to flip through, translate some German and get it up online for sale. My boss was pleased.	pride	journal	416
Yesterday I had a very good night sleep. I was very happy.	joy	journal	417
I'm pregnant and need food. I was starving.	joy	journal	418
Doing yoga helps me feel awake and alert and comfortable in my body	pride	journal	419
My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am frustrated because I feel like she does not want to get better.	nervousness	journal	420
I have some sort of inflammation in my larynx and my doctor doesn't know quite what it is but we are determined to treat it.  I just want to be able to drink coffee again!	confusion	journal	421
Today i exercised a lot for my abs	pride	journal	422
The third salient thing would be my family. I got to see my mom yesterday after work and spend the rest of the evening with my husband eating dinner together and watching a movie.	joy	journal	423
Didn't make much. It was a very slow day.	neutral	journal	424
I finally got in a good night's sleep. Recently, I had not been sleeping well and switched to a new natural sleep aid. I felt rested and energized. Finally.	pride	journal	425
The second most important thing that happened yesterday was that I was able to catch up on much needed sleep that I had missed out on earlier in the week. With the time change combined with my exhaustion, I was able to fall asleep very early. I felt comforted and restful curling up in my bed and getting some rest. However my dreams were not that great and left me waking with a feeling of anger as I cleared my head and realized that it had only been a dream.	anger	journal	426
I worked out which is really important to me. I have been working on my health lately.	excitement	journal	427
I like to cook my meals every day.  It makes me feel good about myself.	joy	journal	428
Praying to God is something a do daily. It brings a calmness and acceptance of things. It is my way of appreciating all the blessings that come my way.	neutral	journal	429
I ate a sandwich that I enjoyed for lunch. It was very delicious and satisfying. I was looking forward to eating it.	excitement	journal	430
Felt good to get the week done with. Also pleased	pride	journal	431
I cooked a fairly involved dinner last night. I usually don't really cook at all, but I devoted a little more time to food preparation and cooking last night for dinner than usual. It didn't take a ton of time and wasn't too involved, but I was definitely happy with the final product. I was proud of myself for cooking a dish and having it turn out tasty. It looked and tasted good. Plus it didn't take a ton of time. I was happy with the results.	pride	journal	432
Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.	joy	journal	433
It was a cold day and I had a grilled cheese and tomato soup	joy	journal	434
I used to love to draw but stopped after the kids were born and I didn't have much free time. Now my kids are older and both really like to draw. I decided now would be a good time to take it back up. I have been drawing for a few weeks and today was probably the best picture that I have done since I started. I was really pleased with how it came out.	excitement	journal	435
My family gives me purpose and helps me diffuse from the stresses of work and the world. My children, their joy, innocence, and silliness all bring me joy.	joy	journal	436
I made breakfast and lunch for my family yesterday and we had leftovers at dinner.	joy	journal	437
Work is work. There are ups and downs but yesterday was good. I got a lot of things done and I had a good time occasionally having a chat with my boss about non-work stuff. It was a good day at work.	neutral	journal	438
I spent time with my family for which I have had time to spend with them in the last month. I felt good to make time to eat and to spend time with them. I was happy to have made new memories with them.	neutral	journal	439
Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting really happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.	anger	journal	440
I was able to go outside with my wife who has cancer to a local park which was surrounded by trees, very quiet as only a few people were around and with 2 small man-made ponds with free.  It was a good break in  the day from all my work on  the computer as well as to spend quality time with my wife in a natural  setting. I thoroughly enjoyed it.	surprise	journal	441
We had friends surprise us with a visit. We haven't seen them over 2 years. We were all so excited! They are from Hawaii and it is snowing here so we got to play in the snow with them and build a snowman!	neutral	journal	442
My health was the next important part of my day. Like I stated above my eyes were bothering me. I had red eyes due to an irritant in a makeup product. I then developed a cold that settled in my one eye. It caused me a ton of pain and I needed to make sure that I took care of it.	nervousness	journal	443
I was helping my daughter with her homework yesterday. She has been working very hard to get prepared for college and I am very proud of her.	pride	journal	444
